date,employee_title,location,employee_status,review_title,main_text,pros,cons,rating_overall,company_name
Mon Jan 21 2019 14:57:39 GMT+0900 (Korean Standard Time), Senior HRIS Analyst,"Southlake, TX",Current Employee ,Decent place to work,I have been working at Sabre full-time for more than 8 years,"Lots of fringe benefits - Starbucks, cafe and clinic on site. Covered parking. Flexible work environment and no written dress code.",tant fear of layoffs and lack of transparency.,"4.0
★★★★★",Sabre
Wed Jan 30 2019 14:47:08 GMT+0900 (Korean Standard Time), Vice President,,Former Employee ,Good company Weak leadership,I worked at Sabre full-time for more than 8 years,Lots of smart people. Great market position,Revolving door at the C-level.,"3.0
★★★★★",Sabre
Sun Jan 13 2019 05:40:41 GMT+0900 (Korean Standard Time), Senior Software Developer,"Dallas, TX",Current Employee ,Good Company,I have been working at Sabre full-time for more than a year,good company and scope for growth,frequent lay offs might make you feel insecure,"4.0
★★★★★",Sabre
Mon Jan 21 2019 19:55:21 GMT+0900 (Korean Standard Time), Principal Software Engineer,"Southlake, TX",Former Employee ,Heavy Middle Management,I worked at Sabre full-time for more than 5 years,Good C leadership Good Technical Resource Uses latest tools and technologies in most of the groups Decent pay Flexibility to WFH,"Heavy middle management, who does not embrace change that the executives wanted to bring in. Lack of morale and culture to get things done Old school Ops team","2.0
★★★★★",Sabre
Thu Jan 03 2019 08:40:32 GMT+0900 (Korean Standard Time), Billing Analyst,"Hanover, NH",Former Employee ,Good place to work.,I worked at Sabre full-time for more than 3 years,Great working environment. Great team.,Low salaries and few opportunities to increase it.,"4.0
★★★★★",Sabre
Fri Dec 28 2018 11:17:45 GMT+0900 (Korean Standard Time), Customer Service Representative,,Current Employee ,Meh,I have been working at Sabre full-time,set schedule time off health insurance,no path out of call center,"4.0
★★★★★",Sabre
Fri Jan 11 2019 21:05:11 GMT+0900 (Korean Standard Time),,,Current Employee ,The people are great,I have been working at Sabre full-time,annual bonuses are common for Sabre,Poor projects turn into long hours and late nights,"3.0
★★★★★",Sabre
Thu Dec 27 2018 20:43:22 GMT+0900 (Korean Standard Time),,,Current Employee ,Lots of Change,I have been working at Sabre full-time,Undergoing lots of change currently which creates many opportunities for growth and establishing new policies.,Significant cut down on the ability to work remotely.,"4.0
★★★★★",Sabre
Mon Jan 28 2019 18:45:26 GMT+0900 (Korean Standard Time), Lead,"Southlake, TX",Former Employee ,Lacks Culture and not interested in innovation. Loads of politics,I worked at Sabre full-time for more than a year,great pay .. and that's it!,The company runs on politics. No one knows what the other person is doing. No transparency,"1.0
★★★★★",Sabre
Tue Jan 08 2019 12:59:47 GMT+0900 (Korean Standard Time),,"Orlando, FL"," in Orlando, FL",Reservation agent - Portuguese speaker,I worked at Sabre,"You are free to work how you want, they are no so strict with some 5 min late, you can work kinda of on your on pace, you can personalize your work style they have really nice hotels presentations meetings.","Your work is never good enough, the fact that everyone works different can make your job looks bad because there is no “rules” about certain things. Very low hour pay rate, specially when you need to develop an amazing job. Your manager don’t give you a face to face QA and your job is more likely never appreciated unless you are one of those people who loves to chat at your bosses table.","2.0
★★★★★",Sabre
Tue Dec 18 2018 07:03:19 GMT+0900 (Korean Standard Time),,"Southlake, TX",Former Employee ,Contributor in Software Develpment,I worked at Sabre full-time for more than 3 years,Nice people to work with. Work from home opportunities. Good options for 401K and health insurance.,Top Management is not great but can improvise by focusing on the welfare of employees as well as much as they do about customers/clients. Compensation and benefits are mediocre and not open to negotiations. Work-life balance used to good when I joined but had became worse when I left the company.,"4.0
★★★★★",Sabre
Sat Dec 29 2018 18:45:05 GMT+0900 (Korean Standard Time),,,Former Employee ,Life at Sabre,I worked at Sabre full-time for more than 10 years,great people/ great location/ good benefits,upper management removed from reality of everyday worklife/ project direction constantly changing/ limited job opportunities in US.,"2.0
★★★★★",Sabre
Thu Dec 27 2018 02:51:08 GMT+0900 (Korean Standard Time), Senior Director,"Westlake, TX",Former Employee ,Senior Director,I worked at Sabre full-time for more than a year,"Flexible time, work from home policy","3-year delayed / tiered 401K matching, poor benefits, few opportunities for woman to advance","2.0
★★★★★",Sabre
Mon Dec 10 2018 07:07:29 GMT+0900 (Korean Standard Time), Senior Solutions Architect,"Tulsa, OK",Former Employee ,Solutions Architect,I worked at Sabre full-time for more than 3 years,Great benefits and people,Directions and future holding in the travel industry.,"4.0
★★★★★",Sabre
Sun Dec 23 2018 01:37:03 GMT+0900 (Korean Standard Time),,,Former Employee ,Ok place to work,I worked at Sabre full-time,"At the time, good benefits. Hearing that may have changed","Poor senior leadership, too many layoffs","2.0
★★★★★",Sabre
Tue Nov 27 2018 16:23:16 GMT+0900 (Korean Standard Time),,"Dallas, TX",Former Employee ,Country Manager,I worked at Sabre full-time for more than 3 years,"Challenging, lots to learn and develop, good pay","high stress, little time for own life","4.0
★★★★★",Sabre
Thu Dec 13 2018 13:28:16 GMT+0900 (Korean Standard Time), Web Developer,"Southlake, TX",Former Employee ,It could be a great place to work....,I worked at Sabre full-time for more than a year,High Pay Low Stress Opportunity for growth,Lots of people aren't friendly High turnover Management can be clueless Tight budget for new people because they pay so much in salary,"3.0
★★★★★",Sabre
Thu Dec 27 2018 08:31:11 GMT+0900 (Korean Standard Time),,,Former Employee ,Unimaginative CEO Uses Layoffs as Go-to Tool,I worked at Sabre full-time,"Depending on which Business Unit you are in, you can be protected. Some of the areas, such as Sabre Labs, seems to be doing some interesting work.","CEO was third choice after one person passed away and another turned down the job. He uses threats and intimidation to ""motivate"". Also, his one go-to tool is layoffs as he can't figure out any other way to help the company. The President of Hospitality is the definition of a terrible leader and is causing everyone to jump ship. Ex-consultant with first time leading a P&L has nothing to show for his efforts and ran out of time to blame on the prior regime. tantly forgets what he asks for, sets up people to fail, and thinks he is above everyone else.","1.0
★★★★★",Sabre
Thu Dec 13 2018 08:11:36 GMT+0900 (Korean Standard Time),,, ,Office job,I have been working at Sabre,Health insurance is ok if for just you. Travel perks,No room for growth,"3.0
★★★★★",Sabre
Sat Dec 08 2018 10:53:31 GMT+0900 (Korean Standard Time),,,Former Employee ,Analyst,I worked at Sabre full-time for more than a year,"Comfortable work culture, and supportive. If you want it, can get your hands on high visibility and quality projects.",Talent and engagement level varies on the team. Need more high quality projects.,"3.0
★★★★★",Sabre
Fri Nov 30 2018 21:15:56 GMT+0900 (Korean Standard Time),,,Former Employee ,"Focus on cost cutting rather than improving products, productivity and employee sat.",I worked at Sabre full-time,"401k match, generally great people",Too many Sr. Mgmt changes cause lack of clear consistent direction.,"3.0
★★★★★",Sabre
Wed Nov 14 2018 12:41:45 GMT+0900 (Korean Standard Time),,,Current Employee ,Good Place to work,I have been working at Sabre full-time,Good place to work. Work-Life Balance. Decent 401k and PTOs,No investment in employee's growth and career plan,"3.0
★★★★★",Sabre
Sun Oct 28 2018 15:46:53 GMT+0900 (Korean Standard Time),,, ,Salary,I worked at Sabre,Good salary and nice environment,No bad comments for the company,"4.0
★★★★★",Sabre
Wed Oct 24 2018 07:03:32 GMT+0900 (Korean Standard Time),,,Former Employee ,Sabre Review,I worked at Sabre full-time,Good company and good job opportunities,no cons for this company,"5.0
★★★★★",Sabre
Thu Oct 11 2018 09:10:14 GMT+0900 (Korean Standard Time), Principal Product Manager,"Southlake, TX",Current Employee ,Tech company trying to learn how to be a tech company,I have been working at Sabre full-time for more than 3 years,One of the largest tech companies based in DFW with an international presence and a very large portfolio. Nice office and benefits.,"A lot of leadership changes over the past 24 months and more ongoing. Sabre still operates as a holding company of airline software and is trying very hard to turn into a true tech company but industry and culture is holding it back. Can be difficult to break into leadership roles as executives seem to prefer external candidates. Many products are reliant on one subject matter expert or technology expert who built the product and that makes it difficult to work in an Agile environment, spin up new resources, innovate quickly, react to issues quickly, etc.","4.0
★★★★★",Sabre
Wed Oct 24 2018 04:48:44 GMT+0900 (Korean Standard Time),,,Current Employee ,Daily chaos,I have been working at Sabre full-time,* Remote work is typical/normalized * Choice of company-issued PC or Mac * Tooling is largely up to personal preferences * They will probably still be in business for the foreseeable future due to sheer mass & momentum * Work with people around the world,"You will drown in a sea of redundant systems & processes which are inconsistently implemented/enforced: * 4 distinct communication solutions at one point, some official, others less so * 5 systems/channels for every routine task/project “management”/time-tracking, including email, email with tables, emailed Excel spreadsheets, shared Excel spreadsheets (on a SharePoint system that is inaccessible remotely while connected to their own developer VPN/proxy config), a ticket system not designed/configured for software development, poorly-managed time tracking solution that occasionally doesn’t have your project codes (also inaccessible remotely while connected to VPN/proxy necessary for conducting development tasks, but even as a full-time salaried employee you will be expected to log 8 hours of something every day regardless; you know how on Lost they had to enter numbers on a computer for no apparent reason or bad things would happen? Same thing.) Testing/QA/UAT is probably the sales & support people. But that weekly release still better be immaculate or there’ll be hell to pay if an “emergency” release is necessary. The signal-to-noise level is incredibly bad: * meetings and events could easily absorb a significant portion of your week if you let them Offshore contractors who can vary wildly in technical proficiency, English fluency, and internet connection quality, and who can appear on your team with little to no warning then disappear just as suddenly with their tasks/code left incomplete and no replacement resource in sight. You will be directly and actively made to feel guilty about them having meetings late at into their night even though the company headquartered in Texas is the one who hired them and put you on a team with them with no resources to accomplish asynchronous collaboration. Base pay is mediocre. Benefits are just adequate though expensive for such a large employer. Churn (departures/shuffling) at the higher levels is nearly constant, resulting in a lack of consistent, coherent vision being maintained, leading to sense of instability, discontinuity, and a compensatory discontent among the rank & file. If you have any shred of self-worth, you will become demoralized and possibly even be railroaded out. I watched it happen then experienced it firsthand. The Sabre “values” drum is beat hard and often, but the only thing that is demonstrably valued is unquestioning compliance.","2.0
★★★★★",Sabre
Mon Oct 22 2018 07:47:55 GMT+0900 (Korean Standard Time),,"Southlake, TX",Former Employee ,Good opportunities; Must endure poor leadership,I worked at Sabre full-time for more than 3 years,"Great people within the individual teams; smart, innovative and motivated employees. Making much-needed changes to look and act more like a true technology company. Plenty of exciting, challenging and robust work to be done, if you can execute through the organizational challenges.","Uncommunicative and ambiguous leadership (VP+ levels); inept at managing through change or transition. Trust issues across the company; without good communication from leadership, employees result to isolation to protect themselves. Complete absence of robust training & development funding or programs. No new manager training or culture of coaching. Lack of growth opportunities; Sabre continues to reduced leadership roles/levels, increase spans, reduced rewards opportunities, etc. Varies role-to-role, but the majority of employees struggle greatly with work-life balance due to the global footprint & inefficient organizational culture of Sabre. Inevitable turnover of the best talent.","3.0
★★★★★",Sabre
Fri Oct 12 2018 08:55:25 GMT+0900 (Korean Standard Time), Marketing,,Current Employee ,Company is making a lot of progress,I have been working at Sabre full-time for more than 3 years,Investment in culture and new E-Team,Org structure is cumbersome with many levels which makes it difficult to make decisions quickly.,"4.0
★★★★★",Sabre
Thu Oct 04 2018 15:26:29 GMT+0900 (Korean Standard Time), Product Manager,"Southlake, TX",Former Employee ,Job review - worked in Product Development,I worked at Sabre full-time for more than 10 years,"People, collaboration, bonus compensation (VCP) is possible depending on how the company performs,","Lots of red tape for development (can be a slow process), they like to talk about innovation and everyone doing their part, but there's hardly ever any money for it.","4.0
★★★★★",Sabre
Tue Sep 25 2018 19:46:28 GMT+0900 (Korean Standard Time),,, ,Software Developer,I worked at Sabre,Good People to work with,Too many processes and beauraucracy,"4.0
★★★★★",Sabre
Sun Oct 07 2018 22:35:09 GMT+0900 (Korean Standard Time),,,Current Employee ,Solid,I have been working at Sabre full-time,"Long history of high quality product, service and support Many employees commit to the company for a long time",Current leadership seems to lack direction and strategy,"3.0
★★★★★",Sabre
Mon Sep 24 2018 17:43:09 GMT+0900 (Korean Standard Time),,,Former Employee ,Work culture,I worked at Sabre full-time,Very good work culture. Enjoyed working here,Everything was fine while working with them,"4.0
★★★★★",Sabre
Thu Sep 13 2018 19:20:42 GMT+0900 (Korean Standard Time),,, ,Great summer experience,I worked at Sabre,Coworkers(up and down the chain) are very approachable and easy to talk to. Lots of opportunity to network and discover the company's potential.,Precarious time due to uncertainty of industry and leadership changes.,"4.0
★★★★★",Sabre
Mon Sep 03 2018 12:18:09 GMT+0900 (Korean Standard Time), Senior Software Developer,"Southlake, TX",Former Employee ,Senior Development,I worked at Sabre full-time for more than 5 years,It uses latest technologies in building the product,Less opportunities to grow and navigating the org is difficult,"4.0
★★★★★",Sabre
Tue Sep 04 2018 09:54:53 GMT+0900 (Korean Standard Time),,, ,Very good,I have been working at Sabre,Fun People to work with. Relaxed work environment.,No free snacks and company seems to be stuck with old tech,"4.0
★★★★★",Sabre
Thu Aug 30 2018 14:02:42 GMT+0900 (Korean Standard Time),,,Current Employee ,Manager Financial Planning and Analysis,I have been working at Sabre full-time,Great place to work and develop a career. Lots of interesting work and development opportunities,Commute can become a drag after a few years,"5.0
★★★★★",Sabre
Tue Sep 04 2018 09:56:41 GMT+0900 (Korean Standard Time), Financial Analyst,"Southlake, TX",Former Employee ,Poor leadership and dying business model,I worked at Sabre full-time for more than a year,"Good starter job, decent benefits","Management is clueless, only interested in protecting self-interest, surrounds themselves with yes-men, not interested in actually fixing business due to fear of negative image ramifications.","2.0
★★★★★",Sabre
Fri Aug 24 2018 04:43:07 GMT+0900 (Korean Standard Time),,,Former Employee ,Program Manager,I worked at Sabre full-time,Good business and line of work. Opportunities to learn and advance,Upper management changes to frequently,"4.0
★★★★★",Sabre
Fri Aug 24 2018 10:05:14 GMT+0900 (Korean Standard Time),,,Former Employee ,Good Company,I worked at Sabre full-time,"Great business, smart people, ethical business practices, global","Not great benefits, poor work life balance, constant changes in senior leadership driving churn and changes to business model","4.0
★★★★★",Sabre
Mon Aug 27 2018 16:07:42 GMT+0900 (Korean Standard Time),,,Former Employee ,Benefit,I worked at Sabre full-time,It provides some fair benefits,A lot of office politics,"3.0
★★★★★",Sabre
Wed Aug 22 2018 12:42:35 GMT+0900 (Korean Standard Time),,,Current Employee ,Old,I have been working at Sabre full-time,Wants to go to newer technologies.,"Everyone here is old.
The tech used here was created in the 90s and the effort for upgrading is very slow","3.0
★★★★★",Sabre
Thu Aug 09 2018 20:11:56 GMT+0900 (Korean Standard Time),,,Current Employee ,Tech driven positive work culture,I have been working at Sabre full-time,"ownership and responsibility, innovation encouraged, positive work culture",sometimes it feels a bit slower pace,"4.0
★★★★★",Sabre
Tue Aug 07 2018 14:20:34 GMT+0900 (Korean Standard Time), Developer,,Former Employee ,A great place to work if you're in the right org,I worked at Sabre full-time for more than a year,The environment is friendly and open. It's easy to collaborate with others to accomplish big things.,"Sabre's product offerings are outdated. They still have customers using command lines from the 1960s. There is no overall cohesive strategy to leapfrog into AI and other relevant technologies. They put a lot of show into products but the products are sewn together into frankenware. Meanwhile each of the internal organizations seemingly have insurmountable walls between them. I watched so many people leave the company and many projects begin with re-learning what had been done before. In addition, some organizations are solving problems that should be shared company wide.","3.0
★★★★★",Sabre
Sat Aug 18 2018 08:06:57 GMT+0900 (Korean Standard Time),,,Former Employee ,Could be so much better. A few years ago I would have given them a higher rating,I worked at Sabre full-time for more than 8 years,Good people who work hard and nice to work with.,"too many changes in top mgmt and direction, no consistency in outlook. not focusing on core strengths, inability to keep airline customers, letting higher salaried more experience employees go who knew the company, the industry and their customers at the expense of lower salary much less experienced people who know little of the industry","3.0
★★★★★",Sabre
Mon Aug 20 2018 06:18:55 GMT+0900 (Korean Standard Time),,"Southlake, TX",Current Employee ,Director,I have been working at Sabre full-time for more than 8 years,great people who want to improve Sabre,continual executive leadership changes in last 5 years,"3.0
★★★★★",Sabre
Thu Sep 06 2018 11:42:31 GMT+0900 (Korean Standard Time),,,Former Employee ,Mass Exodus and Lack of Transparency,I worked at Sabre full-time for more than a year,"A few years ago, there was opportunity to get your foot in the door and grow.","Low salary, high turnover, lack of transparency","1.0
★★★★★",Sabre
Sat Aug 04 2018 02:03:53 GMT+0900 (Korean Standard Time), Support Engineer,"China, TX",Current Employee ,ex pe ri en ce here,I have been working at Sabre full-time for more than a year,"stable team and nice leader, learn lots of in work","lack motivation, process is not mature","5.0
★★★★★",Sabre
Tue Aug 07 2018 08:12:15 GMT+0900 (Korean Standard Time),,,Former Employee ,Analyst,I worked at Sabre full-time for less than a year,"Great pay, smart people and opportunity for growth. Vest in 401k in 2 years.","Where do I start...I will start with the culture. Sabre's culture is not good. They are beholden to the shareholder and employees are a dime a dozen for them. It's all about growth and when bad mistakes are made they cut cost (i.e. jobs). There is an all man for himself environment where management does what is good for them and not the company as a whole. Scapegoating is very big here. There is no regard for work life balance. Long hours is encouraged and working past 10 pm is a regular occurrence. The benefits are very mediocre for a company of this size. Also, the cafeteria is extremely expensive.","2.0
★★★★★",Sabre
Mon Aug 06 2018 16:01:07 GMT+0900 (Korean Standard Time), Software Developer,,Current Employee ,Potential to be be great,I have been working at Sabre full-time for more than a year,"Great benefits, work from home some days","Lots of tech debt, things move very slowly,","3.0
★★★★★",Sabre
Mon Jul 23 2018 12:46:32 GMT+0900 (Korean Standard Time), Product Manager,"Plano, TX",Former Employee ,Principle Product Manager,I worked at Sabre full-time for more than 10 years,Enjoy the challenges of the travel industry,Too much politics and constant churn,"3.0
★★★★★",Sabre
Fri Jul 13 2018 10:45:24 GMT+0900 (Korean Standard Time), Principal,"Southlake, TX",Current Employee ,Principal,I have been working at Sabre full-time for more than 3 years,"In general, good and competent colleagues","Can be political, work/life balance can be sub par","3.0
★★★★★",Sabre
Tue Jul 03 2018 19:55:44 GMT+0900 (Korean Standard Time),,,Current Employee ,Overall good,I have been working at Sabre full-time,"Flexible working hour, 401K, not too much pressure compared to same level of company","Salary is not that competitive, not fast-moving company like start-up companies","4.0
★★★★★",Sabre
Sat Jul 14 2018 19:20:20 GMT+0900 (Korean Standard Time),,,Former Employee ,Design is still not fully accepted,I worked at Sabre full-time,"The people, management, work-life balance","In-and-out executives, no clear company mission, market-focuse and not user-focused","3.0
★★★★★",Sabre
Mon Aug 06 2018 06:41:46 GMT+0900 (Korean Standard Time), Director of Software Development,"Southlake, TX",Former Employee ,Disappointed,I worked at Sabre full-time for more than 5 years,The people work hard and try to do the right things,Management keeps everyone from doing the right things,"1.0
★★★★★",Sabre
Fri Jul 27 2018 05:29:03 GMT+0900 (Korean Standard Time),,, ,Bad culture and poor leadership. Don’t work here.,I worked at Sabre,Travel industry is interesting. Location in DFW area. Some attempts to modernize but not enough. Some good people still work there.,Old technology. Way behind competitors. Bad culture. Terrible leadership and getting worse at c-level. Good people are flying out the door voluntarily.,"1.0
★★★★★",Sabre
Fri May 25 2018 13:05:36 GMT+0900 (Korean Standard Time),,"Southlake, TX",Current Employee ,Great place to be yourself,I have been working at Sabre full-time for less than a year,"Dress Code: Sabre's dress code is business casual... however, to Sabre that means you can wear jeans, converse or sneakers and a clean shirt ANY day of the week. They trust you will be adult and not wear a shirt with profanity or daisy dukes instead of capris. They told me to just be comfortable. Work from home: WFH policy is causal depending on your manager. They have people that work from home or out of town and come in once a week or once a month. They are more focused with the results of you doing your job than micromanaging your location. Everyone only has laptops. You can take them anywhere and work from the lobby lounge area if you need. Volunteering: Twice a year we have a pet adoption day. The local animal shelter comes out to our location with cats & dogs during the work day and we try to adopt out and also raise money through raffles and bake sales. You can volunteer for various shifts to love on kittens or walk dogs. On top of the average PTO/Sick time they have 16 hours of Community Volunteer time. You can go volunteer at your kid's school, boy scouts, non-profit, church, etc, and get paid without having to dip into your PTO. Recycling: Sabre is very environmental conscience. They don't just 'say' that. There are NO trash cans at people's desk. At all corners and break rooms they have bins for Landfill/Compost/Recycle. The cups and cutlery are all compostable. They have boxes on every floor to recycle pens. A recycle your Keurig cups by every Keuirg machine and they have a huge bin to recycle electronics.",They have random layoffs instead of redirecting efforts of employees. I think this is partly due to no one wanting to leave. I'm about to plan an anniversary party for a 40yr employee... he has been here 40 years which is longer than I have been alive.,"5.0
★★★★★",Sabre
Fri Jun 08 2018 18:04:15 GMT+0900 (Korean Standard Time),,,Former Employee ,Manager,I worked at Sabre full-time,Flexible hours and great coworkers,I don't have any cons,"5.0
★★★★★",Sabre
Sat Jun 02 2018 07:08:25 GMT+0900 (Korean Standard Time),,"Southlake, TX","Senior Software Development Engineer in Southlake, TX","Great Strategy, Great Products, Toxic Culture",I worked at Sabre for more than a year,"- Financial stability and prospects are good due to CEO Sean Menke's better investment bets. Org changes better align functions and make it easier to get things done. - Nice campus in Southlake TX - Benefits are pretty good, better vacation policy than most - Cool technology, interesting problems to solve, smart people - As a developer, nice to work at a place where the product is the software you make - Fairly liberal work-from-home policies (depending on manager)","Not fun to work here. Hard to advance. CEO Sean Menke and his leaders get business and technology strategy right but people all wrong. The sum of their EQs must be close to zero fostering a workplace where few feel safe or valued. People tend to look out for themselves. Because of this employee engagement is low, and good people are eagerly looking for opportunities outside of Sabre.","2.0
★★★★★",Sabre
Thu Jun 07 2018 12:09:57 GMT+0900 (Korean Standard Time),,"Southlake, TX",Current Employee ,"If you're UX, stay far away.",I have been working at Sabre full-time,- A lot of great designers who love to collaborate. - Plenty of work to do. There's no shortage of demand for UX there. - Decent pay and benefits,"I can't honestly recommend Sabre anymore as a place to work. I could have said that a year ago, but that's no longer the case. The reasons are many: - Deadlines are horribly aggressive. There's a fear that if you don't make them, you'll either be scapegoated or targeted for layoffs. - UX Designers are seen as a means to an end. They used to care about our goals and professional careers, but not anymore. Now we're just used for business initiatives or whatever emergency comes up. We're not even part of product development. it's all short-term and putting out fires. - UX Leadership has favorites that they value more than others. A handful of people were sent to training last year and they were paraded in front of everyone. It was so disrespectful. - There's an 'in' crowd here. You either have extreme loyalty to that in-crowd or you're just seen as production. I heard someone say its a 'UX Mafia'. - A lot of what I read online about UX is not being done here. Whatever 'design thinking' stuff that's being promoted by leadership isn't amounting to much of anything for designers. - Some of my colleagues do not know how to design or do research. They have the senior title but really can't do the work.","2.0
★★★★★",Sabre
Tue May 22 2018 15:21:53 GMT+0900 (Korean Standard Time),,,Former Employee ,Review,I worked at Sabre part-time,Great environment to work in!,Nothing specifically to con about the company,"5.0
★★★★★",Sabre
Tue May 22 2018 08:05:57 GMT+0900 (Korean Standard Time), Associate Software Developer,"Southlake, TX",Current Employee ,Associate software developer,I have been working at Sabre full-time for less than a year,"Great environment and culture, WFH, great salary",Less Knowledge transfer and lack of proper training,"4.0
★★★★★",Sabre
Tue May 29 2018 19:07:57 GMT+0900 (Korean Standard Time),,,Current Employee ,Account Manager,I have been working at Sabre full-time for more than 5 years,Work life balance. Everyone is willing to share knowledge.,"Upper management makes decisions without informing those affected, leaving them to look foolish in front of customers and not feel valued.","3.0
★★★★★",Sabre
Mon May 07 2018 10:24:18 GMT+0900 (Korean Standard Time), Integration Specialist,"Westlake, TX",Current Employee ,Great company,I have been working at Sabre full-time for more than 3 years,"Environmental friendly, promotes local organic businesses when it comes to events. Competitive salary with OK healthcare. They have an overall open mind when it comes to work/life balance.","They have high expectations that are solely based in number. If sales are low one year year, you can expect to see an entire team laid off the following year.","4.0
★★★★★",Sabre
Sat Jun 16 2018 16:40:57 GMT+0900 (Korean Standard Time),,,Former Employee ,IT Support Services technician,I worked at Sabre full-time,Flexible timing. Work life balance,Lack of direction. Organizational changes.,"1.0
★★★★★",Sabre
Tue Jun 05 2018 20:11:16 GMT+0900 (Korean Standard Time), Project Manager,"Southlake, TX",Current Employee ,Disaster,I have been working at Sabre full-time for more than 3 years,"Very knowledgeable employees, environmentally sound building, interesting industry","Very little long term strategic planning leads to constant changes in direction. Leadership is a revolving door and each change in leadership results in change in direction. Little diversity in leadership. No training. No maternity leave and 2 weeks vacation is a joke. Culture of fear makes people afraid to talk about issues and little engagement. Not acting as a global company as there is little coordination or communication. Heavy silos. Sold as flexible/work from home but senior leaders are moving towards no work from home. Many jobs being offshored to India. tant cycles of hire/fire, rinse repeat.","1.0
★★★★★",Sabre
Mon May 07 2018 11:08:36 GMT+0900 (Korean Standard Time), Senior Principal,"Southlake, TX",Current Employee ,Positively meh,I have been working at Sabre full-time for more than 3 years,Compensation is really good - definitely above market for travel & hospitality.,"Absolutely terrible culture. Accountability is almost non-existent. Everyone seems to know what the right thing is to do, but for whatever reason nobody can apparently do it.","2.0
★★★★★",Sabre
Thu May 03 2018 13:09:41 GMT+0900 (Korean Standard Time),,"Southlake, TX",Current Employee ,out with the old in with the new,I have been working at Sabre full-time for more than 10 years,The individual workers are really good to work with. There is some youthful energy. They embrace being green. Good time off benefits. Medical benefits are good.,"The company has annual layoffs that are not based on performance, and decisions are made at high levels. They focus a lot on offshoring. There is little value placed on people with a long service record. Salaries and bonuses are low compared to other area tech companies.","3.0
★★★★★",Sabre
Sun Apr 29 2018 05:29:33 GMT+0900 (Korean Standard Time)," Director, Product Management","Dallas, TX",Current Employee ,Sabre experience,I have been working at Sabre full-time for more than 10 years,Exciting opportunities at the intersection of travel and technology.,Self inflicted volatility causes churn,"4.0
★★★★★",Sabre
Sat May 05 2018 12:21:36 GMT+0900 (Korean Standard Time),,,Current Employee ,People / Fresh grads with sound technical skills don't come here,I have been working at Sabre full-time for less than a year,"Good pay.
Laid back work culture","Too many layoffs.
Financially company is not doing good.
Management is here to just suck the money.
Technical leads and management are way behind other tech companies.
People with sound technical skills don't come here.
Hire and fire policy continues.
They will hire fresh grads and fire them if layoff comes. That is the strategy of management.
Too many internal politics. If you are good at it you will surely survive.
Zero career growth.","2.0
★★★★★",Sabre
Tue May 08 2018 23:42:23 GMT+0900 (Korean Standard Time),,,Former Employee ,Financial Analyst,I worked at Sabre full-time,Relatively flexible work / life balance for incoming undergraduate analysts,Compensation and promotion opportunities for folks without an MBA is off market.,"3.0
★★★★★",Sabre
Tue May 29 2018 11:32:16 GMT+0900 (Korean Standard Time),,,Current Employee ,Rushed,I have been working at Sabre full-time,Pay is okay but can be better,Too much going on at once every single day,"1.0
★★★★★",Sabre
Sun Apr 08 2018 05:27:07 GMT+0900 (Korean Standard Time), Senior Product Manager,"Southlake, TX",Current Employee ,Nice place to work.,I have been working at Sabre full-time for more than a year,Challenging in a good way; emphasis on learning and culture currently.,Lots of baggage from prior culture and leadership. New team seems to be moving us in the right direction : ),"4.0
★★★★★",Sabre
Fri May 11 2018 03:57:43 GMT+0900 (Korean Standard Time),,"Southlake, TX",Current Employee ,No Plan,I have been working at Sabre full-time for more than 10 years,Nice facility. Decent salary. Travel opportunities.,No plan to succeed. No solid decision making process. Decisions are always questioned and often reversed.,"1.0
★★★★★",Sabre
Wed Apr 11 2018 11:11:00 GMT+0900 (Korean Standard Time),,,Current Employee ,Changing tides,I have been working at Sabre full-time for more than 10 years,"Many smart and passionate people are at Sabre, long tenured team members who have worldly experiences and are willing to share","Complex environment, high stress levels, multi-tasking to all degrees, not a lot of time allocated to planning and thinking but more to reacting and doing","3.0
★★★★★",Sabre
Thu May 03 2018 19:46:09 GMT+0900 (Korean Standard Time), Principal,"Southlake, TX",Current Employee ,3.0 is a farse,I have been working at Sabre full-time for more than 10 years,"Hmmm, salary and benefits.","There is not a chance there is an average of 3.0 reviews of this company when there are layoffs every 4-6 months, Out with the old in with the new. There must be script writers to post reviews of our company to post the positive ones as they all lack actual insight into the company. New employees are actually surprised when they arrive that the company is run in such an unprofessional manner, such as an executive throwing markers at employees during as tantrum of frustration.","1.0
★★★★★",Sabre
Mon Apr 09 2018 12:35:44 GMT+0900 (Korean Standard Time),,,Former Employee ,It's a job,I worked at Sabre full-time,"There seems to be a work-life balance, but no movement/growth",layoffs; culture can't seem to get on track; still silo'd in business groups,"3.0
★★★★★",Sabre
Mon Apr 30 2018 03:38:03 GMT+0900 (Korean Standard Time), Operations,"Southlake, TX",Current Employee ,"Beware, they abuse you with work load and have non-expempt employees work off the clock",I have been working at Sabre full-time for more than a year,"My co-workers, although nobody is happy.","Workload gets piled on, mega layoffs and terminations as they aren't doing well. Poor communication from management and lack of knowledge regarding HR laws","1.0
★★★★★",Sabre
