date,employee_title,location,employee_status,review_title,main_text,pros,cons,rating_overall,company_name
Tue Jun 04 2019 18:00:14 GMT+0900 (Korean Standard Time), Multi Store Manager,,Former Employee ,Sad it closed,I worked at Payless ShoeSource full-time,Fun environment with great people.,Can't really think of any.,"3.0
★★★★★",Payless-ShoeSource
Mon May 20 2019 17:27:06 GMT+0900 (Korean Standard Time),,,Former Employee ,Great job,I worked at Payless ShoeSource full-time,Discounts are helpful and they are very flexible with hours,None I really enjoyed working here,"5.0
★★★★★",Payless-ShoeSource
Mon May 20 2019 18:39:15 GMT+0900 (Korean Standard Time), Sales Associate,"Brooklyn, NY",Former Employee ,Very good experience,I worked at Payless ShoeSource part-time for less than a year,Very friendly staff at the company,Fellow workers were unreliable to work with,"5.0
★★★★★",Payless-ShoeSource
Sat Jun 01 2019 19:51:18 GMT+0900 (Korean Standard Time),,,Former Employee ,Sales Associate,I worked at Payless ShoeSource part-time,Discounts on products in the store,Not enough training given besides the videos,"3.0
★★★★★",Payless-ShoeSource
Mon May 13 2019 10:39:27 GMT+0900 (Korean Standard Time),,,Current Employee ,Sales associate,I have been working at Payless ShoeSource part-time,"I enjoy working there, the best coworkers",At the beginning they took a while to give me my paycheck.,"4.0
★★★★★",Payless-ShoeSource
Mon May 27 2019 20:05:07 GMT+0900 (Korean Standard Time), Assistant Manager,"Pearland, TX",Former Employee ,welp not the best job,I worked at Payless ShoeSource full-time for more than a year,Store was lonely most the time,Never a set schedule Hired lazy employees Too much things to handle at one time,"2.0
★★★★★",Payless-ShoeSource
Tue May 14 2019 07:45:56 GMT+0900 (Korean Standard Time), Sales Associate,"Ramsey, NJ",Former Employee ,Payless,I worked at Payless ShoeSource part-time,"Overall, pretty awesome besides the money",Not good enough pay and more hours for employees.,"4.0
★★★★★",Payless-ShoeSource
Sat May 25 2019 02:32:55 GMT+0900 (Korean Standard Time), Key Holder,"Marshall, TX",Former Employee ,It was fine.,I worked at Payless ShoeSource part-time for more than a year,"Lovely boss, good discount, easy job.","Not many hours, not enough sales, too many people stealing, horrible music, under paid, too much expected of employees with such short shifts, corporate took advantage of management, extremely high turn over.","3.0
★★★★★",Payless-ShoeSource
Wed May 08 2019 04:03:26 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,Great job,I worked at Payless ShoeSource part-time,"Friendly environment, great management, fun atmodphere","No breaks, slow at times when store is not busy.","4.0
★★★★★",Payless-ShoeSource
Mon May 20 2019 11:28:40 GMT+0900 (Korean Standard Time), Sales Associate,"New York, NY",Current Employee ,loved it,I have been working at Payless ShoeSource part-time,prices were not so bad,"shoes were cheaply made, but","3.0
★★★★★",Payless-ShoeSource
Tue Apr 30 2019 19:51:16 GMT+0900 (Korean Standard Time), Assistant Manager,,Former Employee ,Great for a first time job as AM,I worked at Payless ShoeSource full-time for more than 5 years,Not too much money to handle,All the job is for yourself,"4.0
★★★★★",Payless-ShoeSource
Wed May 01 2019 07:44:03 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,Great job,I worked at Payless ShoeSource full-time,Great job and friendly team,None really at all. Everyone willing to help,"4.0
★★★★★",Payless-ShoeSource
Sat Apr 27 2019 16:53:10 GMT+0900 (Korean Standard Time), Store Leader,"Omaha, NE",Former Employee ,Great company,I worked at Payless ShoeSource full-time for more than 10 years,New weekly mdse great discount,Way to much micro managing from corporate,"4.0
★★★★★",Payless-ShoeSource
Mon May 13 2019 17:30:33 GMT+0900 (Korean Standard Time), Assistant Store Manager,"Athens, GA",Former Employee ,Assistant Store Manager,I worked at Payless ShoeSource full-time for more than 3 years,Flexible hours for team members,"Under staffed, not enough hours given for payroll","2.0
★★★★★",Payless-ShoeSource
Tue May 14 2019 01:24:11 GMT+0900 (Korean Standard Time), Assistant Store Manager,"Banning, CA",Former Employee ,horrible,I worked at Payless ShoeSource full-time for more than a year,decent discount and nice product,they dont care one bit about employees,"2.0
★★★★★",Payless-ShoeSource
Wed May 08 2019 10:58:35 GMT+0900 (Korean Standard Time), Sales Associate/Cashier,"Chicago, IL",Former Employee ,pt sales,I worked at Payless ShoeSource part-time for less than a year,Flexible schedule for working around school. My store manager was nice.,The salary could have been higher.,"3.0
★★★★★",Payless-ShoeSource
Wed May 08 2019 10:25:22 GMT+0900 (Korean Standard Time), Assistant Store Leader,"Lansing, MI",Former Employee ,Okay company,I worked at Payless ShoeSource full-time for more than 3 years,Employee Discount Some of the co-workers,Sporadic Schedule No bonuses Management and higher ups suck and don't care about their employees.,"2.0
★★★★★",Payless-ShoeSource
Tue May 07 2019 20:12:15 GMT+0900 (Korean Standard Time),,,Former Employee ,It was ok,I worked at Payless ShoeSource full-time,Discounts was the only pro,The customers would leave store a complete mess.,"3.0
★★★★★",Payless-ShoeSource
Sun May 05 2019 12:38:49 GMT+0900 (Korean Standard Time), Retail Associate,,Former Employee ,Retail Associate Review,I worked at Payless ShoeSource part-time for less than a year,"Depending on what store you work at and the time of year, this is not too stressful of a job.",There was almost no training on how to use the register and I was just expected to learn it on my own. The music plays on loop and is obnoxious.,"2.0
★★★★★",Payless-ShoeSource
Tue Apr 30 2019 15:36:31 GMT+0900 (Korean Standard Time), Sales Associate/Key Holder,,Current Employee ,Decent,I have been working at Payless ShoeSource part-time for more than 3 years,- Discounts - Flexible scheduling - Fun environment - Easy / good first job - No uniforms,- No career advancement - No yearly reviews/raises - Occasionally stressful and understaffed - Either too much to do or nothing to do - Not much communication during closing process,"3.0
★★★★★",Payless-ShoeSource
Wed May 22 2019 07:45:36 GMT+0900 (Korean Standard Time), Customer Service,,Former Employee ,Manafer,I worked at Payless ShoeSource full-time for more than a year,"Flexibility with work schedule, dress sode",Not enough hours in a weeks to dontask,"1.0
★★★★★",Payless-ShoeSource
Tue Apr 30 2019 20:42:20 GMT+0900 (Korean Standard Time), Retail Sales Associate,"Garden Grove, CA",Former Employee ,"Accepted, very easy, fun, paid",I worked at Payless ShoeSource part-time for less than a year,Great people and everyone is kind,Is very lonely and nothing to do,"2.0
★★★★★",Payless-ShoeSource
Mon Apr 15 2019 14:14:27 GMT+0900 (Korean Standard Time), Assistant Buyer,,Current Employee ,good despite circumstances,I have been working at Payless ShoeSource full-time,"good work life balance
communication from upper management","no training 
lots of turnover","4.0
★★★★★",Payless-ShoeSource
Wed Apr 24 2019 16:35:48 GMT+0900 (Korean Standard Time),,,Former Employee ,Payless Job,I worked at Payless ShoeSource part-time,-Good first job -Easy to learn -Friendly environment,-Not very flexible due to minimal staff,"3.0
★★★★★",Payless-ShoeSource
Wed Apr 24 2019 17:47:36 GMT+0900 (Korean Standard Time), Group Leader,"Newark, NJ",Current Employee ,Done,I have been working at Payless ShoeSource full-time for more than 5 years,"Great training, it was easy to move up.",Company less than honest during bankruptcy and not giving severance,"3.0
★★★★★",Payless-ShoeSource
Tue Apr 09 2019 12:35:31 GMT+0900 (Korean Standard Time),,,Former Employee ,Good,I worked at Payless ShoeSource part-time,Good benefits - good management,None that I can think of,"5.0
★★★★★",Payless-ShoeSource
Sun Apr 07 2019 14:34:04 GMT+0900 (Korean Standard Time), Store Manager,"Fresno, CA",Current Employee ,"Customer service, multi tasking",I have been working at Payless ShoeSource full-time for more than 10 years,"Always customers, always something to do, good benefits. Small staffing.",Advance is not quick. No holidays off,"4.0
★★★★★",Payless-ShoeSource
Fri Apr 05 2019 08:59:22 GMT+0900 (Korean Standard Time), Retail Sales Associate,"Fort Myers, FL",Current Employee ,Depends on management,I have been working at Payless ShoeSource part-time for more than a year,Great experience Managers are understanding Hours are good,"Salary, had to threaten to quit after 2 years in order to get a raise","4.0
★★★★★",Payless-ShoeSource
Mon Apr 01 2019 12:49:08 GMT+0900 (Korean Standard Time), IT Lead Infrastructure Architect,"Topeka, KS",Former Employee ,"Work Experience at Payless ShoeSource, Inc.",I worked at Payless ShoeSource full-time for more than 10 years,Payless ShoeSource had cohesive team dynamics that made working a pleasure.,"As a retail business, IT budget was tightly constrained and impacted technology upgrades and advancements in capabilities.","5.0
★★★★★",Payless-ShoeSource
Tue Apr 16 2019 08:04:00 GMT+0900 (Korean Standard Time), Manager,,Current Employee ,ok place,I have been working at Payless ShoeSource full-time for more than 8 years,people we worked with were great,not enough time in the day,"3.0
★★★★★",Payless-ShoeSource
Mon May 06 2019 06:44:20 GMT+0900 (Korean Standard Time), District Leader,"Cincinnati, OH",Current Employee ,Going out of Business,I have been working at Payless ShoeSource full-time for more than 8 years,It was a great job for years.,Equity company that owns company does not care about employees,"1.0
★★★★★",Payless-ShoeSource
Wed Mar 27 2019 18:23:02 GMT+0900 (Korean Standard Time), Director,"Topeka, KS",Current Employee ,"Great Company, horrible ownership",I have been working at Payless ShoeSource full-time for more than 10 years,Extremely talented core group of leadership,Private Equity ownership lacked competence,"4.0
★★★★★",Payless-ShoeSource
Fri Apr 05 2019 20:00:20 GMT+0900 (Korean Standard Time), Shoe Sales Associate,,Current Employee ,okay company good co-workers,I have been working at Payless ShoeSource part-time for less than a year,easy enough job. nice to be able to get a discount,hours are scarce and are on average 15hrs unless you are a manager which they get 40.,"3.0
★★★★★",Payless-ShoeSource
Wed Mar 20 2019 16:14:38 GMT+0900 (Korean Standard Time), Field Auditor,,Current Employee ,Payless needs temporary help.,I have been working at Payless ShoeSource full-time,Good wages and good benefits,Payless has filed for bankruptcy,"4.0
★★★★★",Payless-ShoeSource
Mon Apr 22 2019 07:52:27 GMT+0900 (Korean Standard Time),,,Former Employee ,Would Not Recommend,I worked at Payless ShoeSource part-time for more than 3 years,There was always work available.,"Poor benefits, store management was awful.","1.0
★★★★★",Payless-ShoeSource
Fri Mar 15 2019 19:20:00 GMT+0900 (Korean Standard Time),,, ,Amazing,I have been working at Payless ShoeSource,Team worker is amazing and wonderful,Customers don’t understand the policies.,"5.0
★★★★★",Payless-ShoeSource
Fri Mar 15 2019 16:41:23 GMT+0900 (Korean Standard Time),,, ,Store manager /customer service,I have been working at Payless ShoeSource,"Great benefits, PTO, great hours , able to move up fast in positions. All around good company to work for . I was honored to be apart of Payless for the past 3 years.",Lack of communication when business was closing. No insensitive for team .,"4.0
★★★★★",Payless-ShoeSource
Thu Mar 28 2019 06:01:29 GMT+0900 (Korean Standard Time), Analyst,,Former Employee ,Just ho-hum,I worked at Payless ShoeSource full-time,"Family oriented people, down to earth, very friendly","Everyone leaves the office right at 5 or before, people don’t get lost in the work as much as I’ve seen at other companies","2.0
★★★★★",Payless-ShoeSource
Tue Mar 12 2019 09:51:19 GMT+0900 (Korean Standard Time), Store Manager,"Denver, CO",Current Employee ,Great company,I have been working at Payless ShoeSource full-time for more than 10 years,"Great teams, good benefits, and stable income.","Low pay for sales associates, constant change coming down from corporate.","4.0
★★★★★",Payless-ShoeSource
Tue Apr 16 2019 22:11:25 GMT+0900 (Korean Standard Time), PT Sales Associate,,Current Employee ,Terrible Management,I have been working at Payless ShoeSource part-time for more than a year,"Flexible hours and lovely coworkers, including in-store management.","Honestly, I cannot believe Payless is liquidating. What a massive embarrassment to the company. Stores are still getting huge shipments once-twice a week. They have promised full-time employees a bonus for staying through the liquidation process but they have closed stores before and made the same promise- didn't deliver. I love Payless, I grew up shopping there and I loved working there before the liquidation began.","1.0
★★★★★",Payless-ShoeSource
Tue Mar 12 2019 06:08:12 GMT+0900 (Korean Standard Time), Group Leader,,Current Employee ,District area Manager,I have been working at Payless ShoeSource full-time for more than 10 years,"Flexible schedule, travel, leadership, diversity, always changing environment, and working with people","Hours, Staffing issues in some markets.","4.0
★★★★★",Payless-ShoeSource
Sun Mar 24 2019 18:55:54 GMT+0900 (Korean Standard Time), Assistant Store Leader,,Current Employee ,"Payless is decent, and can be fun",I have been working at Payless ShoeSource full-time for more than a year,"Full time hours, paid vacation, holidays and sick days, discounts",no Over time pay at all,"3.0
★★★★★",Payless-ShoeSource
Fri Mar 08 2019 10:02:56 GMT+0900 (Korean Standard Time), Multi Unit Leader,"Port Charlotte, FL",Former Employee ,Whirlwind of emotions,I worked at Payless ShoeSource full-time for more than 8 years,Great mentors and development team. Wish them all the best!,Company is closing. End of an era! Payless lost sight of it's culture and mission statement to try to compete with competition. They lost a good fight.,"4.0
★★★★★",Payless-ShoeSource
Thu Mar 07 2019 01:52:37 GMT+0900 (Korean Standard Time), Group Leader,,Current Employee ,"Good, travel within small district",I have been working at Payless ShoeSource full-time,"Good benefits, make your own schedule",Going out of business unfortunately,"4.0
★★★★★",Payless-ShoeSource
Sun Mar 17 2019 16:39:00 GMT+0900 (Korean Standard Time), Sales Associate,"Seattle, WA",Former Employee ,Overworked underpaid,I worked at Payless ShoeSource full-time,Customers are nice good people real nice.,Promotion changes tag Dr tagging,"2.0
★★★★★",Payless-ShoeSource
Mon Mar 18 2019 05:07:19 GMT+0900 (Korean Standard Time), ASL,,Current Employee ,Demoted myself,I have been working at Payless ShoeSource full-time,discount. If you have the right team/manager it can turn into family.,No work life balance as a manager. Going out of business. We ‘pay less’,"2.0
★★★★★",Payless-ShoeSource
Fri Mar 15 2019 04:55:49 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,Not a bad beginner job,I worked at Payless ShoeSource part-time for less than a year,"This was definitely a nice experience, the general manger was awesome.","I didn't really learn how to stock shoes, or the way to sort and shelve them.","3.0
★★★★★",Payless-ShoeSource
Thu Feb 28 2019 05:11:36 GMT+0900 (Korean Standard Time), Muilti Store Leader,,Current Employee ,Great place love it,I have been working at Payless ShoeSource full-time for more than 10 years,Good pay and great coworkers,None had lots of fun working for Payless,"4.0
★★★★★",Payless-ShoeSource
Wed Mar 13 2019 12:49:09 GMT+0900 (Korean Standard Time), Multiple Store Leader,"Gresham, OR",Former Employee ,Unrealistic Expectations,I worked at Payless ShoeSource full-time,"Good Benefits, lots of paid time off.","Extremely Long hours, no help, and no extra compensation from you regular salary.","2.0
★★★★★",Payless-ShoeSource
Tue Apr 02 2019 17:54:40 GMT+0900 (Korean Standard Time)," ""Pick","Brookville, OH",Former Employee ,EDC in Brookville,I worked at Payless ShoeSource full-time for more than a year,"Worked at the EDC for over a year, and escaped this fiasco post-bankruptcy(the second one). * If you get an assignment there as a temp you will actually, literally get away with doing next to nothing for $13.50 an hour. *You won't have to work 40 hours some weeks, sometimes not even 20. On the flip side, when they need to catch up from those grace periods, you will work 60 to even 70 hours a week. Both can be interpreted as good if you have no self-value. *You do start at 13.50 an hour(13.00 for first shift). I have no clue how they can afford to shell this out to the hundreds that worked/have worked there. *They're closing now, so if you're hired on you get incentive for sticking around until the end, if your sanity will last that long. *Your breaks are paid, which is indeed nice if you ignore the fact there is only 2 of them lasting 20 minutes. *The survivors of this apocalypse of a company are absolutely terrific to work with. I'd say about half are absolutely out of cares to give. The other half rant all day while they do their job at 130%. But each have become a wonderful friend to me. *There are safety and wellness committee meetings you can go to for information and advice. *The benefits were not bad at all. You do not have the time to utilize them.","This list that I am about to write could never include all of the issues that I have for this establishment. It is an absolute plethora. I almost don't even want to start, because it will never be enough. *You will never move up. You will never be recognized for your work. If you take time to clean, organize, or generally assist the workfloor whatsoever, even timely and reasonably, you are penalized. If you can't write it as ""off-standard"" without a coach's permission, your numbers take a hit, you get paid less. This leads to layers, layers, and layers of dust, dirt, grime, probably dried tears as well. *I have only met 5 people in my YEAR of employment who were able to stay for more than 3 months in my own department. *Speaking of departments, don't get used to your own. Once you bust your rear end to finish your own department, you are sent to another one to help the people who couldn't do the same(probably temps((see pro #1))). This makes everyone pace themselves to the degree where we ride the minimum until 10 to 12 hours was over. *You get notified of 1 or 2 hours overtime about 3 hours prior. *They have people sorted into keys to be called in for overtime, one for every day of every shift. They do this really cool thing where they make some keys work A LOT more than others :) if you're key 1 or 2 you're good though. *While it is to monitor your productivity and progress, you are perpetually monitored. Sure, it's through security cameras, RF scan logs, and your own timesheet, but it's also through your team lead, as he likes to watch everyone from the catwalk on busy days for quite a bit of time. *As I have referenced, your productivity is measured and you are paid incentive based on said number. They have ""engineered"" standards set in place. These ""engineered"" standards do not measure all that you encounter in a job(which is acknowledged daily by coaches and team leads), so you are essentially pinned against an arbitrary value for a living. * Having a grand total of 40 minutes to yourself for 10 hours a day is stressful. Luckily, there are numerous system failures, system downtime, and general breaches of network integrity to give you a little break from the hustle and bustle of productivity.","1.0
★★★★★",Payless-ShoeSource
Sun Feb 24 2019 16:16:51 GMT+0900 (Korean Standard Time), Group Leader,"Portland, OR",Current Employee ,Family,I have been working at Payless ShoeSource full-time for more than 10 years,Great leaders that want to help you suceed,"Alot of work , physically demanding","5.0
★★★★★",Payless-ShoeSource
Sat Mar 30 2019 12:57:08 GMT+0900 (Korean Standard Time), Multi,"Salt Lake City, UT",Current Employee ,Multi-Store Leader,I have been working at Payless ShoeSource full-time for more than 5 years,"Schedule flexibility, Customer engagement, and Ability to drive business results","Low pay, terrible benefits, high turnover, lack of communication, and unstable leadership","1.0
★★★★★",Payless-ShoeSource
Thu Feb 21 2019 16:06:42 GMT+0900 (Korean Standard Time), Store Manager,,Current Employee ,great work environment,I have been working at Payless ShoeSource full-time for more than 5 years,"great benefits, ability to make your own schedule,",closing down all US locations,"5.0
★★★★★",Payless-ShoeSource
Tue Feb 19 2019 11:35:32 GMT+0900 (Korean Standard Time), Store Manager,,Current Employee ,Payless,I have been working at Payless ShoeSource full-time for more than 3 years,Great work environment. Promotes from within the company,Must work 45 hours a week,"4.0
★★★★★",Payless-ShoeSource
Tue Mar 05 2019 20:08:44 GMT+0900 (Korean Standard Time),,"Chicago, IL",Current Employee ,Was a great company,I have been working at Payless ShoeSource full-time,"Leadership, training, involvement, you are treated like a person, the company cares about its associates",Everything good about the company changed about a year ago,"3.0
★★★★★",Payless-ShoeSource
Mon Feb 18 2019 06:30:30 GMT+0900 (Korean Standard Time), Allocation Analyst,"Dallas, TX",Current Employee ,Allocation Analyst,I have been working at Payless ShoeSource full-time for less than a year,The people and corporate work environment is very inclusive and enjoyable.,Struggles as a brand to attract new customers. Outdated systems and approach to retail.,"4.0
★★★★★",Payless-ShoeSource
Mon Mar 04 2019 07:57:12 GMT+0900 (Korean Standard Time), District Leader,,Former Employee ,Company went bankrupt,I worked at Payless ShoeSource full-time,I worked with great people,Upper management was completely out of touch,"2.0
★★★★★",Payless-ShoeSource
Sat Mar 02 2019 17:08:12 GMT+0900 (Korean Standard Time),,,Former Employee ,Great job for a student,I worked at Payless ShoeSource part-time,Great discounts and offers for employees,No growth or culture. Low paying salary and no commission,"3.0
★★★★★",Payless-ShoeSource
Fri Feb 15 2019 07:08:47 GMT+0900 (Korean Standard Time), Sales Associate,"Uniontown, PA",Current Employee ,Sales Associate,I have been working at Payless ShoeSource part-time for more than 10 years,Good to work for. Flexible,Store closed and chain of stores closing,"5.0
★★★★★",Payless-ShoeSource
Thu Feb 28 2019 10:17:10 GMT+0900 (Korean Standard Time), Team Leader,"Richmond, VA",Current Employee ,Used to be good to work for,I have been working at Payless ShoeSource full-time for more than 10 years,Salary is in top tier,Very poor leadership the last 8 years,"3.0
★★★★★",Payless-ShoeSource
Wed Feb 13 2019 19:23:49 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,Nice,I worked at Payless ShoeSource part-time,Good work environment. Great team.,Employees should have better discounts.,"4.0
★★★★★",Payless-ShoeSource
Wed Feb 27 2019 21:09:09 GMT+0900 (Korean Standard Time),,,Former Employee ,Good culture,I worked at Payless ShoeSource full-time for more than 3 years,Work life balance and flexibility.,Laid off with out much notice,"3.0
★★★★★",Payless-ShoeSource
Wed Feb 27 2019 08:26:00 GMT+0900 (Korean Standard Time), Group Leader,"Monterey, CA",Current Employee ,Good Steping Stone,I have been working at Payless ShoeSource full-time for more than 8 years,"Great people, excellent career and development opportunities.","Insufficient training, depending on your RMs leadership your workload can be too much. Definitely do not get paid enough for all the micromanaging that goes on.","3.0
★★★★★",Payless-ShoeSource
Tue Feb 26 2019 20:56:07 GMT+0900 (Korean Standard Time),,,Current Employee ,Work,I have been working at Payless ShoeSource part-time,the hours i have worked were great,they had a passive-aggressive management,"2.0
★★★★★",Payless-ShoeSource
Sun Feb 10 2019 16:07:07 GMT+0900 (Korean Standard Time), Manager,,Current Employee ,Great upside,I have been working at Payless ShoeSource full-time for more than a year,"Caring, motivated teams New offices Employee discount",Silos Need to integrate the different teams in remote locations,"4.0
★★★★★",Payless-ShoeSource
Thu Feb 21 2019 16:22:59 GMT+0900 (Korean Standard Time), Multi Store Manager,"Cleveland, OH",Current Employee ,Company going out of business,I have been working at Payless ShoeSource full-time for more than 10 years,Make ur own schedule,Company closing all US Canada Puerto Rico stores,"3.0
★★★★★",Payless-ShoeSource
Thu Feb 21 2019 12:09:31 GMT+0900 (Korean Standard Time), Multi Unit Manager,,Former Employee ,Overloaded expectations for minimal pay,I worked at Payless ShoeSource full-time for more than 8 years,Great co-workers in my district,"Benefits, expectations, hours, working holidays","2.0
★★★★★",Payless-ShoeSource
Tue Feb 19 2019 10:18:34 GMT+0900 (Korean Standard Time), Project Manager,"Topeka, KS",Current Employee ,Victim of Private Equity,I have been working at Payless ShoeSource full-time for more than 10 years,There was a solid team around working me. Lots of hard working people.,Senior Leadership lacked vision and direction.,"2.0
★★★★★",Payless-ShoeSource
Mon Feb 18 2019 06:30:09 GMT+0900 (Korean Standard Time)," Director, Financial Planning and Analysis",,Current Employee ,Was a great company to work for,I have been working at Payless ShoeSource full-time,"Very collaborative work environment, opinions were valued",New management did not listen to leaders with experience that led to downfall,"3.0
★★★★★",Payless-ShoeSource
Tue Jan 29 2019 18:29:15 GMT+0900 (Korean Standard Time), Key Holder,"Hickory, NC",Former Employee ,It was a great company to work for,I worked at Payless ShoeSource full-time for less than a year,I loved working with payless shoes it was a great experience,We were a pop up store so all the boxes of shoes were sitting on the floor and very hard to clean up at the end of the night,"5.0
★★★★★",Payless-ShoeSource
Tue Mar 05 2019 14:39:14 GMT+0900 (Korean Standard Time),,,Current Employee ,Work,I have been working at Payless ShoeSource full-time for more than 5 years,Relationship with regular customers. Employees,Retail hours. 45 plus a week,"1.0
★★★★★",Payless-ShoeSource
Tue Feb 12 2019 20:54:59 GMT+0900 (Korean Standard Time), Assistant Manager,"Lombard, IL",Former Employee ,It was an okay job,I worked at Payless ShoeSource full-time for more than 3 years,"Hour breaks, I worked with a good team, they also gave you a lot of PTO","Expected to have high sales goals with no commission, bad pay, you will have to work holidays","2.0
★★★★★",Payless-ShoeSource
Mon Feb 11 2019 14:23:37 GMT+0900 (Korean Standard Time),,,Former Employee ,Great Way To Get Experiance,I worked at Payless ShoeSource part-time for less than a year,Great work environment and training,Gave to many hours to part time,"3.0
★★★★★",Payless-ShoeSource
Sat Mar 02 2019 23:15:40 GMT+0900 (Korean Standard Time), Manager,"Tewksbury, MA",Former Employee ,This Company is Trash,I worked at Payless ShoeSource full-time for more than 3 years,"There are very few. Made a few life long friendships while I worked there and met some interesting characters, gained work experience. I moved up the chain of command over a period of 2 years while I was in college and needed $. I started as part time, became a pt key holder, then assistant manager during the summers, and then the following year a manager. I managed 3 different locations. Starting first with Westford, which only perks were closing at 8 and minimal traffic. Then Tewksbury, increased traffic and inventory and finally a larger location in Chelmsford MA, classified as high volume.","Aplenty. The clientele suck. Drug addicts, downtrodden mothers and families. Thieves everywhere no matter the location because the majority of ppl who shop there either dont value good footwear or are down on their luck. Employees are hard to keep due to low pay, upper management demands far too much with not enough payroll. tant check-ins and surprise pop-ups that only increase stress levels and unrealistic expectations. Benefits are bare minimum compared to cost. Closings and rumors are aplenty. Best thing I did was move up the ranks, show I could stick with a company for a number of years and then ultimately leave","1.0
★★★★★",Payless-ShoeSource
Fri Feb 08 2019 12:59:19 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,It was Okay as a first job,I worked at Payless ShoeSource part-time for more than 3 years,"Good management, comfortable work experience.",They expect you to run the entire store on your own.,"3.0
★★★★★",Payless-ShoeSource
Fri Feb 08 2019 06:21:48 GMT+0900 (Korean Standard Time), Part Time Cashier,"Albany, GA",Former Employee ,Okay job for young people,I worked at Payless ShoeSource part-time for more than a year,The Pay is weekly. The discount is okay,Labor is demanding on shipment days,"3.0
★★★★★",Payless-ShoeSource
Sun Feb 24 2019 01:26:48 GMT+0900 (Korean Standard Time), Applications,"Brookville, OH",Former Employee ,Boycotted out of business for pro affirmative action stance,I worked at Payless ShoeSource full-time for less than a year,Lots of space for sale,Generally won't hire WHITE MALES,"1.0
★★★★★",Payless-ShoeSource
Sun Feb 03 2019 09:18:22 GMT+0900 (Korean Standard Time), Group Leader,"Tampa, FL",Former Employee ,Company is no long focused on core product or employees,I worked at Payless ShoeSource full-time for more than 8 years,"Some great long term, dedicated workers are the heart of the company","limited opportunities to grow, no clear direction, limited bonus potential and no 401K company match for years, crazy test products, and more. Used to be an amazing company but is no more.","2.0
★★★★★",Payless-ShoeSource
Fri Feb 01 2019 10:20:21 GMT+0900 (Korean Standard Time), Part Time Sales Associate,,Current Employee ,Ok but better management could make it A LOT better,I have been working at Payless ShoeSource part-time for more than 10 years,"I loved my coworkers. The actual ""work"" part of the job was my favorite.","Management had a high turnover. Managers, other than a couple I had, were VERY unprofessional. Lots of personal gossiping about coworkers underneath them among other unprofessional things going on. Raises very poor if you even got one. Way over the top on customer service.","3.0
★★★★★",Payless-ShoeSource
Sat Feb 02 2019 08:13:05 GMT+0900 (Korean Standard Time),,, ,"Job is ok, it gets pretty slow except on the holidays",I have been working at Payless ShoeSource,Get a couple breaks during the day,When they hire new people your hours get cut,"3.0
★★★★★",Payless-ShoeSource
Thu Feb 21 2019 22:05:32 GMT+0900 (Korean Standard Time), Assistant Manager,,Former Employee ,Just no.,I worked at Payless ShoeSource full-time for more than 5 years,"Loved the customers, and helping people with style assistance.",Small hometown store very cut throat environment. #toxic,"1.0
★★★★★",Payless-ShoeSource
Tue Feb 19 2019 16:27:04 GMT+0900 (Korean Standard Time), Store Manager,"Des Moines, IA",Current Employee ,Not so great,I have been working at Payless ShoeSource full-time for more than a year,"A paycheck every 2weeks, required overtime",Upper managment doesn’t communicate. The pay vs work load isn’t balanced at all.,"1.0
★★★★★",Payless-ShoeSource
Tue Jan 15 2019 08:25:33 GMT+0900 (Korean Standard Time), Sales Associate/Key Holder,,Former Employee ,Great Company to work for,I worked at Payless ShoeSource part-time for more than 3 years,"I had an amazing manager most of my time at Payless. She was cool, flexible with schedules and cared about her employees. She made sure things were fair as well as keeping up with everything that needed to be done. I worked for a Shopko Payless location and when Payless closed for Thanksgiving, us Payless employees at Shopko had to be there. Payless was kind enough to give us a little spiff for doing so which was amazingly generous for them as they had just gone through bankruptcy. Good pay for just a part-time job and good hours.","My manager left and I had the craziest lady take over. She was on a power trip and everything was her way or the highway. She didn't follow company standards that I had been following for over the 3.5 years I was there. She was not a team player. It just really shows how much can change when you have a bad manager. She couldn't hire anyone and failed to do most of her managerial duties. Also Payless was super crazy with making sure we went through the ""customer journey"" with every person who walked through. They didn't believe people just came in to look, they were there for a reason. It was annoying but doable, a lot of the time customers would get angry with how much we were assisting them. Most just wanted to be left alone to shop.","4.0
★★★★★",Payless-ShoeSource
Sat Feb 16 2019 11:36:32 GMT+0900 (Korean Standard Time),,,Current Employee ,Company,I have been working at Payless ShoeSource full-time,Location in Dallas down town,Owners Alden global are not honest or care about people.,"1.0
★★★★★",Payless-ShoeSource
Tue Jan 08 2019 09:44:18 GMT+0900 (Korean Standard Time), Part Time Sales Associate,"Charlotte, NC",Current Employee ,Okay job,I have been working at Payless ShoeSource part-time for more than a year,Benefit hours Lots of hours Associate discounts Good management,"Short staffed Too many taks, hard to balance tasks and customer service","4.0
★★★★★",Payless-ShoeSource
